feature,importance,model
NIFTY_RET_lag_2,0.008634920231997967,XGBoost
NASDAQ_RET_lag_1,0.008585209958255291,XGBoost
Recession_Flag_lag_2,0.008472777903079987,XGBoost
USDINR_RET_lag_3,0.008427110500633717,XGBoost
Event_Count,0.008392825722694397,XGBoost
OIL_RET_lag_3,0.00834305863827467,XGBoost
DOW_RET_lag_1,0.008215566165745258,XGBoost
SP500_RET_lag_3,0.008204741403460503,XGBoost
OIL_RET_lag_1,0.008154560811817646,XGBoost
Interest_Rate,0.008106189779937267,XGBoost
Event_Count_lag_1,0.007970291189849377,XGBoost
SP500_RET_lag_2,0.007961281575262547,XGBoost
Avg_Tone_lag_1,0.007944722659885883,XGBoost
USDINR_RET_lag_1,0.007849182933568954,XGBoost
USDINR_RET_lag_2,0.007525073364377022,XGBoost
DOW_RET_lag_2,0.007500117179006338,XGBoost
Crisis_Flag_lag_3,0.0074639152735471725,XGBoost
Recession_Flag,0.007359586656093597,XGBoost
vol_cluster_label,0.007272324990481138,XGBoost
NASDAQ_RET_lag_3,0.0072611114010214806,XGBoost
Interest_Rate_lag_1,0.00725162448361516,XGBoost
GDP_lag_2,0.007233986631035805,XGBoost
Avg_Tone_lag_2,0.0072321523912250996,XGBoost
OIL_RET,0.007223986554890871,XGBoost
Inflation_Flag,0.007220469880849123,XGBoost
GOLD_RET,0.0071510812267661095,XGBoost
VIX_RET_lag_1,0.006958512123674154,XGBoost
Rate_Hike_Flag_lag_2,0.006917857099324465,XGBoost
Unemployment_lag_1,0.0068494705483317375,XGBoost
EMA_20_lag_2,0.006699459161609411,XGBoost
SP500_RET,0.006513205822557211,XGBoost
Interest_Rate_lag_3,0.006467572413384914,XGBoost
cluster_lag_1,0.00643368624150753,XGBoost
Unemployment_lag_3,0.00635036313906312,XGBoost
Recession_Flag_lag_1,0.006256291177123785,XGBoost
Crisis_Flag_lag_2,0.006169415079057217,XGBoost
Crisis_Flag_lag_1,0.006122209597378969,XGBoost
BB_upper_lag_3,0.006023560184985399,XGBoost
Rate_Hike_Flag_lag_3,0.00596730737015605,XGBoost
SP500_RET_lag_1,0.005936460103839636,XGBoost
Unemployment_lag_2,0.005825343541800976,XGBoost
cluster_lag_2,0.005793960765004158,XGBoost
GDP_lag_3,0.005602349527180195,XGBoost
BB_upper_lag_1,0.005527786910533905,XGBoost
Crisis_Flag,0.005519438069313765,XGBoost
Inflation_Flag_lag_2,0.005404140334576368,XGBoost
EMA_20_lag_1,0.0053002238273620605,XGBoost
SMA_20_lag_3,0.005205727647989988,XGBoost
BB_lower_lag_2,0.005187808535993099,XGBoost
BB_lower_lag_3,0.005187475122511387,XGBoost
Interest_Rate_lag_2,0.005185944028198719,XGBoost
SMA_20,0.0050674681551754475,XGBoost
BB_upper_lag_2,0.005009978543967009,XGBoost
BB_lower_lag_1,0.004944749176502228,XGBoost
Volume_MA_20_lag_3,0.0048567489720880985,XGBoost
Inflation_Flag_lag_1,0.00483317207545042,XGBoost
RSI,0.004762010183185339,XGBoost
Volatility_20_lag_2,0.004739831667393446,XGBoost
ATR_lag_3,0.004668706562370062,XGBoost
EMA_20_lag_3,0.004608700517565012,XGBoost
SMA_20_lag_1,0.004602259024977684,XGBoost
return_roll_mean_10,0.004595544189214706,XGBoost
return_roll_mean_20,0.004582825116813183,XGBoost
Volatility_50_lag_3,0.004578573163598776,XGBoost
Close,0.004556251689791679,XGBoost
Volatility_50_lag_2,0.004544454161077738,XGBoost
Return,0.004525681957602501,XGBoost
MACD_lag_2,0.004505052696913481,XGBoost
volume_roll_mean_10,0.004504313226789236,XGBoost
MACD_Signal_lag_1,0.00448003550991416,XGBoost
RSI_lag_2,0.004465934820473194,XGBoost
Low,0.004449447616934776,XGBoost
Volume_MA_20_lag_2,0.004446237813681364,XGBoost
volatility_cluster,0.004420387092977762,XGBoost
momentum_10,0.004413242917507887,XGBoost
volume_roll_std_20,0.004408210050314665,XGBoost
OBV_lag_2,0.004408162087202072,XGBoost
OBV_lag_1,0.0043851700611412525,XGBoost
ATR_lag_1,0.0043762908317148685,XGBoost
OBV_lag_3,0.0043021561577916145,XGBoost
MACD_Signal_lag_2,0.004283518064767122,XGBoost
volume_roll_std_5,0.004278921522200108,XGBoost
RSI_lag_1,0.004277839325368404,XGBoost
Recession_Flag_lag_3,0.004276448395103216,XGBoost
War_Flag_lag_1,0.004253630992025137,XGBoost
ROC,0.004252598155289888,XGBoost
momentum_20,0.0042409710586071014,XGBoost
Volatility_50_lag_1,0.004238153342157602,XGBoost
BB_lower,0.004222364630550146,XGBoost
ATR_lag_2,0.004216213244944811,XGBoost
MACD_lag_3,0.004195159766823053,XGBoost
return_roll_mean_5,0.004186742473393679,XGBoost
Volume_MA_20_lag_1,0.0041819289326667786,XGBoost
MACD_Signal,0.0041755009442567825,XGBoost
MACD_Signal_lag_3,0.004173773806542158,XGBoost
volume_roll_mean_20,0.00416376069188118,XGBoost
ATR,0.0041558644734323025,XGBoost
return_roll_std_20,0.004143982194364071,XGBoost
RSI_lag_3,0.004140663426369429,XGBoost
MACD_lag_1,0.0041377549059689045,XGBoost
Log_Return_lag_1,0.004132431000471115,XGBoost
Volatility_20_lag_3,0.004087187349796295,XGBoost
momentum_5,0.004054669290781021,XGBoost
ROC_lag_2,0.00403857184574008,XGBoost
volume_roll_std_10,0.004026548471301794,XGBoost
Return_lag_1,0.004024093970656395,XGBoost
Return_lag_2,0.004004780203104019,XGBoost
Volatility_20_lag_1,0.003998024854809046,XGBoost
return_roll_std_10,0.003986069466918707,XGBoost
Volatility_50,0.003971732221543789,XGBoost
Volume,0.003956842701882124,XGBoost
BB_upper,0.003931216895580292,XGBoost
Volatility_20,0.003930103033781052,XGBoost
volume_roll_mean_5,0.003902676748111844,XGBoost
Log_Return_lag_3,0.0038997975643724203,XGBoost
EMA_20,0.0038935255724936724,XGBoost
High,0.0038836526218801737,XGBoost
GDP_lag_1,0.0038789070677012205,XGBoost
volatility_cluster_gmm,0.0038745105266571045,XGBoost
ROC_lag_1,0.0038639081176370382,XGBoost
Log_Return_lag_2,0.0038421107456088066,XGBoost
ROC_lag_3,0.0038408508989959955,XGBoost
War_Flag_lag_2,0.0038088064175099134,XGBoost
OBV,0.0037889154627919197,XGBoost
regime_persistence,0.0037722685374319553,XGBoost
MACD,0.003763263113796711,XGBoost
return_roll_std_5,0.0037418645806610584,XGBoost
SMA_20_lag_2,0.003614322282373905,XGBoost
Volume_MA_20,0.003609280101954937,XGBoost
Return_lag_3,0.0035968043375760317,XGBoost
Open,0.003201697953045368,XGBoost
volatility_regime,0.003004014026373625,XGBoost
Inflation_Flag_lag_3,0.0027776516508311033,XGBoost
regime_change,0.0027211057022213936,XGBoost
regime_lag_2,0.0,XGBoost
regime_lag_1,0.0,XGBoost
